shipment_id,product_id,units_ordered,units_received,unit_cost_GBP,freight_cost_GBP
S07719,Feed Buckets / Feed Tubs,3164,3164,5.92,941.84
S07720,Water Troughs / Water Buckets,1595,1595,27.72,1244.83
S07721,Stable Brooms / Yard Brushes,1626,1626,10.99,2249
S07722,Rubber Matting (for stalls and walkways),695,695,22.38,1358.86
S07723,Shovels / Rakes,3850,3850,11.25,1040.51
S07724,Water Troughs / Water Buckets,2645,2645,28.22,824.92
S07725,Stable Brooms / Yard Brushes,2297,2297,28.75,2197.81
S07726,Muck Forks / Stable Forks,3149,3149,1.28,1846.75
S07727,Storage Bins / Feed Storage,379,379,17.24,771.07
S07728,Hay Nets / Hay Bags,3246,3246,20.76,668.19
S07729,Water Troughs / Water Buckets,494,494,30.62,1733.94
S07730,Stable Brooms / Yard Brushes,1726,1726,10.35,1006.07
S07731,Muck Forks / Stable Forks,1025,1025,29.59,1580.41
S07732,Muck Forks / Stable Forks,3059,3059,34.18,1175.65
S07733,Rubber Matting (for stalls and walkways),2850,2850,34.44,1409.67
S07734,Feed Buckets / Feed Tubs,3239,3239,30.39,2242.64
S07735,Rubber Matting (for stalls and walkways),113,113,21.92,972.73
S07736,Shovels / Rakes,2374,2374,18.91,2312.35
S07737,Storage Bins / Feed Storage,2454,2454,13.9,1969.47
S07738,Shovels / Rakes,1634,1634,22.28,1618.34
S07739,Storage Bins / Feed Storage,2215,2215,11.6,310.17
S07740,Storage Bins / Feed Storage,1417,1417,1.29,1862.54
S07741,Water Troughs / Water Buckets,2628,2628,15.65,2317.7
S07742,Water Troughs / Water Buckets,2929,2929,26.31,586.92
S07743,Hay Nets / Hay Bags,3550,3401,22.29,1265.16
S07744,Manure Scoops,2374,2374,32.12,1254.87
S07745,Muck Forks / Stable Forks,222,222,26.21,1402.18
S07746,Shovels / Rakes,4242,4242,21.03,1859.2
S07747,Storage Bins / Feed Storage,4059,4059,27.74,232.17
S07748,Stable Brooms / Yard Brushes,2940,2940,1.38,728.72
S07749,Feed Buckets / Feed Tubs,2810,2810,1.84,508.01
S07750,Storage Bins / Feed Storage,1163,1163,22.1,2471.72
S07751,Water Troughs / Water Buckets,434,434,24.67,696.03
S07752,Feed Buckets / Feed Tubs,534,534,14.62,1030.78
S07753,Stable Brooms / Yard Brushes,3954,3954,31.01,112.7
S07754,Shovels / Rakes,982,982,3.58,2018.83
S07755,Stable Brooms / Yard Brushes,4305,4305,28.02,146.11
S07756,Water Troughs / Water Buckets,4706,4563,33.72,2497.39
S07757,Stable Brooms / Yard Brushes,3155,3155,17.12,994.31
S07758,Stable Brooms / Yard Brushes,1213,1213,15.2,971.37
S07759,Stable Brooms / Yard Brushes,3347,3347,30.72,790.23
S07760,Manure Scoops,1591,1591,31.3,2140.34
S07761,Rubber Matting (for stalls and walkways),1354,1354,3.08,1270.02
S07762,Storage Bins / Feed Storage,807,807,1.2,469.9
S07763,Storage Bins / Feed Storage,1057,1057,33.26,1582.79
S07764,Hay Nets / Hay Bags,2798,2798,31.66,1187.96
S07765,Stable Brooms / Yard Brushes,823,823,21.93,860.79
S07766,Storage Bins / Feed Storage,4748,4748,22.54,459.95
S07767,Storage Bins / Feed Storage,1562,1562,16.09,1580.82
S07768,Feed Buckets / Feed Tubs,185,185,4.54,1802.21
S07769,Storage Bins / Feed Storage,59,59,19.17,1763.08
S07770,Feed Buckets / Feed Tubs,1087,1087,24.08,2379.45
S07771,Manure Scoops,3267,3267,28.06,646.83
S07772,Feed Buckets / Feed Tubs,278,278,16.95,1788.22
S07773,Rubber Matting (for stalls and walkways),4703,4703,24.7,1264.98
S07774,Hay Nets / Hay Bags,4777,4777,13.78,1480.21
S07775,Feed Buckets / Feed Tubs,177,177,18.28,1299.87
S07776,Rubber Matting (for stalls and walkways),4373,4373,13.83,1236.27
S07777,Storage Bins / Feed Storage,3601,3601,26.23,503.78
S07778,Shovels / Rakes,932,932,2.2,1322.38
S07779,Hay Nets / Hay Bags,3213,3213,34.91,531.25
S07780,Stable Brooms / Yard Brushes,3634,3634,16.31,907.26
S07781,Storage Bins / Feed Storage,3980,3827,30.75,2196.3
S07782,Stable Brooms / Yard Brushes,1481,1481,10.86,2327.61
S07783,Feed Buckets / Feed Tubs,3637,3637,8.79,1560.2
S07784,Shovels / Rakes,3212,3212,0.86,960.6
S07785,Muck Forks / Stable Forks,2581,2581,29.51,717.15
S07786,Stable Brooms / Yard Brushes,2327,2327,23.84,80.26
S07787,Rubber Matting (for stalls and walkways),3629,3629,28.37,1282.88
S07788,Shovels / Rakes,4018,4018,21.12,986.44
S07789,Rubber Matting (for stalls and walkways),693,693,6.35,340.04
S07790,Muck Forks / Stable Forks,4371,4371,NULL,1080.72
S07791,Muck Forks / Stable Forks,99,99,28.53,1615.45
S07792,Stable Brooms / Yard Brushes,1909,1781,31.1,930.2
S07793,Muck Forks / Stable Forks,196,196,4.3,1261.99
S07794,Stable Brooms / Yard Brushes,2158,2158,4.01,237.52
S07795,Muck Forks / Stable Forks,314,314,20.14,2298.96
S07796,Shovels / Rakes,3181,3181,17.65,2028.53
S07797,Manure Scoops,3822,3822,21.5,506.18
S07798,Manure Scoops,2644,2644,30.24,93.7
S07799,Feed Buckets / Feed Tubs,879,879,1.4,656.57
S07800,Manure Scoops,1774,1774,4.63,1818.38
S07801,Manure Scoops,2914,2914,19.97,530.52
S07802,Hay Nets / Hay Bags,3805,3805,14.89,1491.36
S07803,Water Troughs / Water Buckets,891,891,4.72,365.76
S07804,Stable Brooms / Yard Brushes,1916,1916,9.63,164.71
S07805,Shovels / Rakes,444,444,21.38,1766.07
S07806,Muck Forks / Stable Forks,2640,2640,6.15,638.19
S07807,Feed Buckets / Feed Tubs,3148,3148,17.19,1068.14
S07808,Manure Scoops,4807,4807,12.18,1113.84
S07809,Shovels / Rakes,641,641,32.05,69.44
S07810,Manure Scoops,4308,4308,25.55,389.69
S07811,Shovels / Rakes,1841,1841,17.14,427.99
S07812,Water Troughs / Water Buckets,4067,4067,32.25,1018.92
S07813,Stable Brooms / Yard Brushes,4312,4312,29.58,2027.54
S07814,Feed Buckets / Feed Tubs,628,628,4.79,669.96
S07815,Shovels / Rakes,2243,2243,6.62,522.47
S07816,Hay Nets / Hay Bags,1173,1173,16.37,1416.25
S07817,Hay Nets / Hay Bags,2984,2984,34.85,708.2
S07818,Feed Buckets / Feed Tubs,1524,1524,34.48,1300.37
S07819,Manure Scoops,1383,1383,6.16,1195.23
S07820,Storage Bins / Feed Storage,3309,3309,31.26,621.11
S07821,Stable Brooms / Yard Brushes,1867,1867,25.48,1997.52
S07822,Shovels / Rakes,2512,2512,19.48,563.41
S07823,Feed Buckets / Feed Tubs,1302,1302,21.83,1301.08
S07824,Shovels / Rakes,2439,2439,21.03,533.33
S07825,Manure Scoops,1612,1612,9.19,1927.76
S07826,Stable Brooms / Yard Brushes,1884,1884,1.85,NULL
S07827,Storage Bins / Feed Storage,2359,2359,15.87,1687.79
S07828,Water Troughs / Water Buckets,4542,4542,27.62,620.17
S07829,Feed Buckets / Feed Tubs,1147,1147,17.97,923.68
S07830,Stable Brooms / Yard Brushes,353,353,23.21,1073.36
S07831,Manure Scoops,1660,1660,29.94,1639.25
S07832,Water Troughs / Water Buckets,4117,4117,2.11,1706.47
S07833,Shovels / Rakes,3351,3351,2.87,2427.15
S07834,Shovels / Rakes,3728,3728,22.33,1561.24
S07835,Rubber Matting (for stalls and walkways),91,91,4.42,1193.96
S07836,Hay Nets / Hay Bags,4871,4871,9.19,1243.95
S07837,Rubber Matting (for stalls and walkways),1510,1510,2.72,278.94
S07838,Rubber Matting (for stalls and walkways),958,958,12.02,1749.74
S07839,Muck Forks / Stable Forks,4862,4862,13.24,1468.01
S07840,Water Troughs / Water Buckets,2435,2435,9.35,1606.61
S07841,Stable Brooms / Yard Brushes,3539,3539,22.78,342.97
S07842,Shovels / Rakes,3663,3663,22.37,1091.16
S07843,Feed Buckets / Feed Tubs,4678,4678,11.93,307.02
S07844,Water Troughs / Water Buckets,1383,1383,22.75,1574.07
S07845,Water Troughs / Water Buckets,4621,4621,32.12,215.14
S07846,Shovels / Rakes,3807,3807,30.97,1291.89
S07847,Manure Scoops,3803,3803,25.11,1960.51
S07848,Storage Bins / Feed Storage,3409,3409,20.17,712.85
S07849,Feed Buckets / Feed Tubs,861,861,26.45,839.48
S07850,Shovels / Rakes,3838,3838,23.56,1747.77
S07851,Muck Forks / Stable Forks,2361,2361,26.03,2219.62
S07852,Stable Brooms / Yard Brushes,4425,4425,26.65,2224.42
S07853,Water Troughs / Water Buckets,4116,4116,34.27,797.27
S07854,Stable Brooms / Yard Brushes,1180,1180,32.84,170.44
S07855,Muck Forks / Stable Forks,4051,4051,27.22,1176.11
S07856,Manure Scoops,4171,4171,2.13,1358.16
S07857,Rubber Matting (for stalls and walkways),3572,3572,17.39,983.74
S07858,Stable Brooms / Yard Brushes,4796,4796,26.78,2287.23
S07859,Manure Scoops,2256,2256,23.59,1347.71
S07860,Feed Buckets / Feed Tubs,4347,4347,13.49,878.48
S07861,Stable Brooms / Yard Brushes,4724,4724,17.27,1404.12
S07862,Stable Brooms / Yard Brushes,1454,1454,16.29,1171
S07863,Storage Bins / Feed Storage,4944,4944,12.21,1623.18
S07864,Stable Brooms / Yard Brushes,1663,1663,27.65,2231.65
S07865,Feed Buckets / Feed Tubs,846,846,15.51,185.6
S07866,Stable Brooms / Yard Brushes,2740,2740,5.09,808.29
S07867,Manure Scoops,1614,1614,21.81,1272.37
S07868,Rubber Matting (for stalls and walkways),2167,2167,21.79,939.09
S07869,Manure Scoops,2686,2686,12.05,898.82
S07870,Water Troughs / Water Buckets,2488,2488,3,59.04
S07871,Hay Nets / Hay Bags,3474,3474,30.04,579.11
S07872,Feed Buckets / Feed Tubs,1869,1869,14.12,NULL
S07873,Hay Nets / Hay Bags,833,833,29.4,981.35
S07874,Manure Scoops,2722,2722,17.59,643.25
S07875,Water Troughs / Water Buckets,643,643,28.49,1643.63
S07876,Stable Brooms / Yard Brushes,1640,1640,18.61,903.58
S07877,Muck Forks / Stable Forks,2872,2872,13.92,961.03
S07878,Stable Brooms / Yard Brushes,4992,4992,16.77,1227.74
S07879,Storage Bins / Feed Storage,3315,3315,5.42,909.8
S07880,Storage Bins / Feed Storage,591,591,8.59,877.37
S07881,Shovels / Rakes,2244,2244,23.15,38.35
S07882,Stable Brooms / Yard Brushes,2651,2651,29.01,470.42
S07883,Shovels / Rakes,2580,2580,11.63,1303.79
S07884,Manure Scoops,3358,3358,32.55,323.04
S07885,Rubber Matting (for stalls and walkways),2625,2625,2.53,2044.59
S07886,Water Troughs / Water Buckets,1802,1802,27.87,317.09
S07887,Storage Bins / Feed Storage,2936,2936,29.27,1083.96
S07888,Muck Forks / Stable Forks,3131,3131,4.61,624.47
S07889,Shovels / Rakes,2639,2639,25.27,1404.55
S07890,Manure Scoops,4106,4106,14.38,1690.31
S07891,Rubber Matting (for stalls and walkways),465,465,31.96,76.84
S07892,Feed Buckets / Feed Tubs,4654,NULL,2.35,1845.13
S07893,Storage Bins / Feed Storage,4537,4537,17.15,437.51
S07894,Manure Scoops,4088,4088,30.82,521.35
S07895,Muck Forks / Stable Forks,1054,1054,9.62,2021.36
S07896,Muck Forks / Stable Forks,837,837,28.1,2251.01
S07897,Feed Buckets / Feed Tubs,1284,1284,2.78,1899.92
S07898,Muck Forks / Stable Forks,82,82,15.43,37.26
S07899,Storage Bins / Feed Storage,4899,4899,10.37,286.15
S07900,Rubber Matting (for stalls and walkways),2098,2098,24.11,1267.23
S07901,Stable Brooms / Yard Brushes,2868,2868,13.68,686.48
S07902,Stable Brooms / Yard Brushes,3006,3006,11.62,1066.88
S07903,Storage Bins / Feed Storage,1098,1098,4.45,1697.16
S07904,Manure Scoops,3603,3603,9.35,1651.49
S07905,Muck Forks / Stable Forks,2594,2594,23.82,1707.3
S07906,Stable Brooms / Yard Brushes,1248,1248,34.57,563.74
S07907,Hay Nets / Hay Bags,1128,1128,17.92,2479.47
S07908,Shovels / Rakes,2984,2984,27.04,2056.72
S07909,Manure Scoops,3889,3889,0.85,1933.33
S07910,Feed Buckets / Feed Tubs,775,775,1.53,685.14
S07911,Muck Forks / Stable Forks,1466,1466,10.97,2129.78
S07912,Water Troughs / Water Buckets,1859,1751,22.49,613.76
S07913,Feed Buckets / Feed Tubs,1892,1892,0.94,1054.66
S07914,Muck Forks / Stable Forks,119,119,31.26,866.98
S07915,Manure Scoops,1699,1699,17.32,2011.21
S07916,Feed Buckets / Feed Tubs,2699,2699,2.77,901.51
S07917,Hay Nets / Hay Bags,2175,2175,18.78,1131.49
S07918,Muck Forks / Stable Forks,4477,4477,11.66,511.4
S07919,Stable Brooms / Yard Brushes,65,65,33.95,196.22
S07920,Water Troughs / Water Buckets,4099,4099,2.81,672.51
S07921,Feed Buckets / Feed Tubs,254,227,11.02,1095.63
S07922,Water Troughs / Water Buckets,2060,2060,33.16,704
S07923,Feed Buckets / Feed Tubs,2833,2833,18.08,1557.91
S07924,Feed Buckets / Feed Tubs,4757,4757,21.45,1855.7
S07925,Rubber Matting (for stalls and walkways),4274,4274,26.96,890.17
S07926,Muck Forks / Stable Forks,765,765,32.01,1508.95
S07927,Muck Forks / Stable Forks,534,534,4.15,87.43
S07928,Hay Nets / Hay Bags,2161,2161,11.83,585.6
S07929,Storage Bins / Feed Storage,1477,1477,29.22,1272.54
S07930,Stable Brooms / Yard Brushes,1166,1166,2.25,811.03
S07931,Hay Nets / Hay Bags,202,202,26.98,634.49
S07932,Manure Scoops,4733,4733,12.69,1161.42
S07933,Shovels / Rakes,4013,3573,18.93,1944.02
S07934,Rubber Matting (for stalls and walkways),4972,4972,34.73,896.8
S07935,Shovels / Rakes,1364,1364,19.97,98.63
S07936,Manure Scoops,2416,2416,6.74,1156.04
S07937,Feed Buckets / Feed Tubs,3514,3514,4.03,2353.19
S07938,Feed Buckets / Feed Tubs,3473,3473,27.06,133.02
S07939,Stable Brooms / Yard Brushes,959,959,21.09,765.8
S07940,Hay Nets / Hay Bags,1745,1745,1.09,560.13
S07941,Muck Forks / Stable Forks,74,74,3.48,275.46
S07942,Rubber Matting (for stalls and walkways),1488,1488,28.86,84.82
S07943,Feed Buckets / Feed Tubs,2519,2519,9.07,1653.23
S07944,Stable Brooms / Yard Brushes,2316,2316,16.61,1344.32
S07945,Manure Scoops,115,115,20.44,1774.49
S07946,Feed Buckets / Feed Tubs,4091,4091,16.03,125.03
S07947,Hay Nets / Hay Bags,1346,1346,12.45,2294.23
S07948,Feed Buckets / Feed Tubs,4053,4053,26.62,1194.47
S07949,Water Troughs / Water Buckets,1875,1875,23.38,433.8
S07950,Stable Brooms / Yard Brushes,4250,4250,13.35,2436.15
S07951,Water Troughs / Water Buckets,2509,2342,13.26,817.63
S07952,Hay Nets / Hay Bags,420,420,22.03,1282.53
S07953,Feed Buckets / Feed Tubs,2861,2861,10.47,845.75
S07954,Shovels / Rakes,391,391,19.01,2334.87
S07955,Stable Brooms / Yard Brushes,2505,2505,9.44,258.14
S07956,Water Troughs / Water Buckets,773,773,31.17,2019.18
S07957,Hay Nets / Hay Bags,3173,3173,7.43,1457.43
S07958,Muck Forks / Stable Forks,2995,2995,6,1196.17
S07959,Manure Scoops,4790,4790,27.13,448.61
S07960,Manure Scoops,1834,1834,32.87,103.52
S07961,Manure Scoops,2855,2855,32,1008.48
S07962,Feed Buckets / Feed Tubs,866,866,0.92,1830.1
S07963,Hay Nets / Hay Bags,1740,1740,7.14,773.83
S07964,Rubber Matting (for stalls and walkways),2063,2063,20.14,993.94
S07965,Rubber Matting (for stalls and walkways),1958,1958,16.54,2396.92
S07966,Feed Buckets / Feed Tubs,3313,3313,15.53,1691.28
S07967,Shovels / Rakes,951,951,5.53,1403.93
S07968,Storage Bins / Feed Storage,330,330,26.4,405.48
S07969,Muck Forks / Stable Forks,2574,2574,1.3,1420.79
S07970,Stable Brooms / Yard Brushes,1510,1510,3.95,1496.95
S07971,Shovels / Rakes,3892,3892,5.12,188.78
S07972,Manure Scoops,4750,4750,21.98,1414.93
S07973,Storage Bins / Feed Storage,3585,3585,27.4,1852.88
S07974,Rubber Matting (for stalls and walkways),3874,3874,16.88,1766.86
S07975,Rubber Matting (for stalls and walkways),1680,1680,33.67,2409.18
S07976,Water Troughs / Water Buckets,486,486,27.18,1599.89
S07977,Stable Brooms / Yard Brushes,1891,1891,9.25,718.26
S07978,Manure Scoops,4185,4185,13.53,1621.65
S07979,Water Troughs / Water Buckets,4588,4588,22.99,812.8
S07980,Shovels / Rakes,4689,4555,3.66,1884.23
S07981,Feed Buckets / Feed Tubs,1703,1703,16.84,616.12
S07982,Shovels / Rakes,4133,4133,6.42,540.53
S07983,Storage Bins / Feed Storage,2106,2106,15.73,2159.4
S07984,Rubber Matting (for stalls and walkways),2944,2944,28.63,158.78
S07985,Muck Forks / Stable Forks,1622,1622,12.89,484.4
S07986,Storage Bins / Feed Storage,3580,3580,18.12,737.32
S07987,Hay Nets / Hay Bags,3024,3024,26.95,1054.42
S07988,Shovels / Rakes,2100,2100,28.07,1340.6
S07989,Feed Buckets / Feed Tubs,3142,3142,29.17,800.74
S07990,Muck Forks / Stable Forks,1560,1560,9.88,1272.53
S07991,Shovels / Rakes,1161,1161,8.42,456.67
S07992,Shovels / Rakes,824,824,11.08,2255.27
S07993,Storage Bins / Feed Storage,3724,3724,14.47,1870.16
S07994,Water Troughs / Water Buckets,484,484,31.69,925.65
S07995,Manure Scoops,2386,2386,5.74,54.96
S07996,Storage Bins / Feed Storage,4980,4980,8.69,687.58
S07997,Rubber Matting (for stalls and walkways),2948,2948,27.3,624.17
S07998,Storage Bins / Feed Storage,4409,4409,8.15,530.12
S07999,Shovels / Rakes,776,776,30.76,1576.45
S08000,Rubber Matting (for stalls and walkways),1921,1921,22.33,2475.38
S08001,Stable Brooms / Yard Brushes,4092,4092,7.91,306.16
S08002,Shovels / Rakes,4094,4094,27.26,308.27
S08003,Feed Buckets / Feed Tubs,4867,4867,22.69,716.29
S08004,Feed Buckets / Feed Tubs,2168,2168,27.73,1727.53
S08005,Feed Buckets / Feed Tubs,3311,3311,2.37,334.13
S08006,Stable Brooms / Yard Brushes,2399,2399,23.65,2371.84
S08007,Manure Scoops,2856,2856,6.94,430.18
S08008,Manure Scoops,2916,2786,18.45,2032.04
S08009,Shovels / Rakes,288,288,31.24,1399.81
S08010,Stable Brooms / Yard Brushes,3244,3244,29.32,1231.68
S08011,Storage Bins / Feed Storage,2157,2157,4.92,2440.37
S08012,Stable Brooms / Yard Brushes,2571,2378,7.58,1715.3
S08013,Water Troughs / Water Buckets,4570,4570,22.55,654.64
S08014,Muck Forks / Stable Forks,274,274,32.7,1282.57
S08015,Storage Bins / Feed Storage,754,754,20.95,1338.16
S08016,Feed Buckets / Feed Tubs,1580,1580,29.19,1395.8
S08017,Manure Scoops,4841,4841,32.58,1591.8
S08018,Muck Forks / Stable Forks,3717,3717,6.02,2157.03
S08019,Stable Brooms / Yard Brushes,2783,2783,25.42,2070.14
S08020,Muck Forks / Stable Forks,159,159,30.05,254.5
S08021,Muck Forks / Stable Forks,4493,4493,15.14,811.38
S08022,Feed Buckets / Feed Tubs,4132,4132,29.59,1197.15
S08023,Storage Bins / Feed Storage,3679,3679,6.39,2316.35
S08024,Shovels / Rakes,4289,4289,7.01,1264.87
S08025,Hay Nets / Hay Bags,1954,1954,27.02,1819.95
S08026,Muck Forks / Stable Forks,847,847,12.4,1076.37
S08027,Hay Nets / Hay Bags,2180,2180,9.62,199.34
S08028,Hay Nets / Hay Bags,4298,4060,25.59,1539.65
S08029,Muck Forks / Stable Forks,4534,4534,27.01,2108.77
S08030,Stable Brooms / Yard Brushes,4021,4021,24.69,704.39
S08031,Feed Buckets / Feed Tubs,3836,3836,5.99,2178.09
S08032,Stable Brooms / Yard Brushes,2172,2172,22.55,621.39
S08033,Rubber Matting (for stalls and walkways),243,243,10.65,2314.37
S08034,Feed Buckets / Feed Tubs,1857,1857,27.11,1028.71
S08035,Water Troughs / Water Buckets,2406,2406,4.94,1599.14
S08036,Hay Nets / Hay Bags,1424,1300,22.07,358.38
S08037,Rubber Matting (for stalls and walkways),1133,1133,5.25,929.81
S08038,Stable Brooms / Yard Brushes,4554,4554,4.18,1518.53
S08039,Feed Buckets / Feed Tubs,2735,2735,9.05,1228.2
S08040,Stable Brooms / Yard Brushes,1941,1941,29.85,1430.13
S08041,Feed Buckets / Feed Tubs,2812,2812,12.45,778.34
S08042,Feed Buckets / Feed Tubs,3397,3397,8.96,1259.08
S08043,Rubber Matting (for stalls and walkways),1068,1068,10.52,1478.69
S08044,Shovels / Rakes,4914,4914,9.84,663.56
S08045,Water Troughs / Water Buckets,2097,2097,1.87,1482.95
S08046,Manure Scoops,369,369,14.34,221.17
S08047,Water Troughs / Water Buckets,129,129,21.8,2272.86
S08048,Hay Nets / Hay Bags,3622,3622,23.76,2404.19
S08049,Muck Forks / Stable Forks,4370,4370,31.84,1213.23
S08050,Stable Brooms / Yard Brushes,1257,1257,18.28,57.76
S08051,Stable Brooms / Yard Brushes,1040,1040,14.08,1363.67
S08052,Rubber Matting (for stalls and walkways),4353,4353,18.9,874.67
S08053,Water Troughs / Water Buckets,3691,3691,25.31,2074.48
S08054,Muck Forks / Stable Forks,3568,3203,24.45,1416.35
S08055,Rubber Matting (for stalls and walkways),4813,4813,27.06,1040.81
S08056,Muck Forks / Stable Forks,358,358,27.89,223.84
S08057,Rubber Matting (for stalls and walkways),1523,1523,20.43,2428.11
S08058,Rubber Matting (for stalls and walkways),4602,4602,14.67,1181.38
S08059,Storage Bins / Feed Storage,3850,3850,6.87,1069
S08060,Storage Bins / Feed Storage,3543,3543,29.9,1719.33
S08061,Water Troughs / Water Buckets,3355,3355,13.95,2229.41
S08062,Stable Brooms / Yard Brushes,3519,3519,11.07,1680.54
S08063,Feed Buckets / Feed Tubs,652,652,27.3,1621.77
S08064,Water Troughs / Water Buckets,724,724,34.82,851.41
S08065,Rubber Matting (for stalls and walkways),4939,4939,14.33,1659.67
S08066,Shovels / Rakes,1732,1732,30.74,849.15
S08067,Rubber Matting (for stalls and walkways),3930,3930,3.16,1601.52
S08068,Muck Forks / Stable Forks,1024,1024,9.72,2149.17
S08069,Muck Forks / Stable Forks,749,749,32.4,870
S08070,Shovels / Rakes,2238,2238,25.13,2358.37
S08071,Feed Buckets / Feed Tubs,4265,4265,9.01,96.01
S08072,Water Troughs / Water Buckets,3185,3185,25.04,1708.1
S08073,Feed Buckets / Feed Tubs,3649,3649,5.16,1376.72
S08074,Rubber Matting (for stalls and walkways),3525,3525,24.15,1697.41
S08075,Stable Brooms / Yard Brushes,4208,4208,13.7,1512.71
S08076,Storage Bins / Feed Storage,1009,1009,21.95,2352.4
S08077,Stable Brooms / Yard Brushes,4126,4126,3.64,225.13
S08078,Shovels / Rakes,2833,2833,3.81,1646.68
S08079,Rubber Matting (for stalls and walkways),4210,4210,29.98,2302.2
S08080,Storage Bins / Feed Storage,4152,4152,19.63,1299.95
S08081,Rubber Matting (for stalls and walkways),3362,3362,28.68,2328.19
S08082,Rubber Matting (for stalls and walkways),4127,4127,14.79,750.41
S08083,Stable Brooms / Yard Brushes,2866,2866,7.13,2113.83
S08084,Stable Brooms / Yard Brushes,478,478,4.86,1008.77
S08085,Shovels / Rakes,153,153,28.03,1741.92
S08086,Manure Scoops,2659,2659,12.88,1108.35
S08087,Shovels / Rakes,1968,1927,5.43,1883.47
S08088,Stable Brooms / Yard Brushes,795,795,13.93,33.3
S08089,Shovels / Rakes,2087,2087,20.23,2050.86
S08090,Water Troughs / Water Buckets,686,686,1.16,1948.21
S08091,Hay Nets / Hay Bags,3867,3867,8.02,859.2
S08092,Storage Bins / Feed Storage,584,584,6.57,2273.96
S08093,Feed Buckets / Feed Tubs,3792,3792,28.52,482.64
S08094,Manure Scoops,2810,2810,13.55,480.48
S08095,Rubber Matting (for stalls and walkways),4620,4620,20.42,727.45
S08096,Shovels / Rakes,1404,1404,25.23,1504.06
S08097,Muck Forks / Stable Forks,2118,2118,8.69,2015.29
S08098,Shovels / Rakes,4092,4092,12.74,188.4
S08099,Storage Bins / Feed Storage,2596,2596,21.39,166.22
S08100,Manure Scoops,2177,2177,13.8,295.36
S08101,Water Troughs / Water Buckets,609,574,20.91,901.96
